video_id,comment_text,likes,replies,pol
vxl7glJMKOQ,Great work Lonel. Do you have any specific details of the resin and pastes you are using?,1,1,0.4
-Ifnaxi2LQg,Love the 90s vibe,0,0,0.5
pYggEswHnos,Loved it......,1,1,0.7
J_qs-CH715g,Just cant wait for next Wednesday😭💗,1,0,0.0
FyLtlW3hHwQ,This was incredible! Keep it up TeamSuperTramp 👍,0,0,1.0
pgCtsVdK4HA,We're not a gang. I'm a mom. Lost it.,0,0,0.0
nRGz2md8l28,GET IN MY MOUTH RIGHT MEOW!,0,0,0.3571428571428571
h9ga9lHtcXM,I would love to see Steve Pollack come back to life and put a couple of .223 rounds in Colbert's pumpkin.,0,0,0.25
e21VLQGCJTg,This is lit,0,0,0.0
WCYHrvLTaqg,Does the show have a uk airdate yet?,0,0,0.0
4W-pZrhu798,he so hot!,0,0,0.3125
T6iLJTy6LNQ,Righhhttt suuupperrr,0,0,0.0
r8jWAvF3rcE,Sonic causes cancer. I think these scientists knew about deviant art...,4,0,0.0
5ggZ9jIHnr8,se botar essa msc na velocidade 0.75 fica parecendo música eletronica amei,1,0,0.0
M16CGK1T9MM,But can we still jizz on it?,0,0,0.0
vS_NlXmPB3I,"Fantastic message and video, Mykie! All the love xx",0,0,0.5
33Z-ix1VLzI,Why the fuck the design is not the same on both models? Wtf is that??????,0,0,-0.3
Rg_Msa0CAqk,This is the worst video I have ever seen,0,0,-1.0
zgLtEob6X-Q,Please do Elementary :( and say: I'm an ecuadorian girl who loves honest trailers :3🙌🏼,0,0,0.04999999999999999
mceaM2_zQd8,Everybody is talking about parker circles while I am just laughing about Matt saying Higher dimensional spheres are weird and hard to contain.,0,0,-0.18055555555555558
WRzqSDyOSbY,im so glad i just found out you have a youtube acc this is amazingggg,0,0,0.5
VGBZ2YfVx1Y,I can't wait for the announcement 😱😱,0,0,0.0
W-8nCyXm03E,Air that’s what’s inside air,0,0,0.0
ZyHipL45pwM,"Finally, a platform for this little known musician.",0,0,-0.09375
_SzWAfsdZXY,"Colin Farrell and Nicole Kidman were recently in another film together, The Beguiled. It's fantastic, must watch.",1,0,0.2
WSFJsq_jwMs,amo muito😍😍😍😍,0,0,0.0
q066h0yUoRA,Gay af,0,0,0.4166666666666667
JcI8yn7xQWo,Everybody likes Neil because everybody wants to be smart.,0,0,0.20714285714285713
ODssdet9XJ4,wtf this guys are indians not mexicans and there way at the top nobody gives a fuck they have nose bleeds seats wtf theyre up there with the peagons ja ja ja but nice try,1,3,-0.06000000000000001
URvC6T_xhE0,"Oh, according to YouTube trolls, treating people with respect and dignity is pushing their PC agenda what shithole did you come from. Who hurt you lol",2,0,0.8
0R7MQwmbiQc,0:13- 0:20 when you draw with a mouse,0,0,0.0
SHq2qrFUlGY,Shakira como esta buen video 😢😢,0,0,0.0
KQc7a_5G0pI,He fixed his teeth,0,0,0.1
iALfvFpcItE,Read turtles all the way down for a deeper look inside anxiety and the disorder itself,0,0,-0.15555555555555559
wd9-VP2LzM8,This video triggered my Google Home XD,0,0,0.0
dInwVhRtN4E,10:27 I appreciate the spelling of phucking.,1,0,0.0
rl4ofGm2aNI,Who do you think did better?!,2592,382,0.625
jK6BesOrfws,WELCOME EVERYONE......TO MONDAY NIGHT RAW!!!!,0,0,0.11829927884615382
h3M-3SrmDok,Subscribe to my channel if you think Roman is the best wrestler in the world.,1,0,1.0
8ZRCdfaAIy0,This is one of the best videos I have ever watched,0,0,1.0
ufaDurSCKOk,The book is very interesting. I trust Alex Garland will adapt it into a very good film.,0,0,0.78
pRnbzkMsgmM,Watch & wait! The girlfriend in the Philippines has more than a little involvement in this!,0,0,0.1328125
50JL8DEeeS4,Gay,0,0,0.4166666666666667
L00YWl8StuI,"Women are healers, not rogues",0,2,0.0
y_v-3_sPsRM,this hoe an alcoholic.,0,0,-0.25
tTHMBjyzgEU,Why did this shit appear in may recommend?,0,0,-0.2
74zJ4scJzNs,Is this why Alanis Morrisette was so angry?,0,0,-0.5
etmUU1bs41s,Hey google whats skynet?\nGoogle: Funny you should ask *cues terminator theme*,0,0,0.25
HUgYoT_xEFY,"When you brought up the protagonist believing in a lie that reflects the problems with society, my immediate thought was Bladerunner 2049. What a beautiful character arc for K",0,0,0.85
nj0CoMTpcUs,Nile can you do a Collab with w2s diving into fifa,1,0,0.0
zmg9tVaMVd4,That was brutal to listen too,0,0,-0.875
yIq-N7m0upU,الي عربي لايك,0,0,0.0
TF0TRv7Fw94,Kys,0,0,0.0
ODssdet9XJ4,What an awesome accomplishment to get so many people to join in!!,0,0,0.890625
65fZOBR0pmM,"Such a beautiful song 😍 I relate so much to it I feel like I couldve wrote it myself, sheesh 😳😩😩 Tamar's voice is beautiful. Great job boo! ❤",0,0,0.58
g6piCiaGMZs,My B bay is oct 23 lol,0,0,0.8
YicuZ0gYH_o,"This deep space gateway will be useless once SpaceX's BFR goes up, but who knows? We shall see in the comeing years.",1,0,-0.25
5F_utV45MT0,They're marching to find out how magnets work.,17,3,0.0
hNsUtZmWgdg,Awesome but where are the frickin' sharks???,1,0,1.0
K7pQsR8WFSo,YES! My flesh computer is poorly optimized so I'll check that out.,0,1,-0.4
p1RKkRCiU90,100 percent me,0,0,0.0
8z2RgsLSn-c,I’m glad Miley is out of her disgusting sex obsession phase but i can never see her the same way again...... It’s hard to believe that this is the same girl from Disney,1,0,-0.15833333333333335
pgCtsVdK4HA,the juggalos seem a lot more rational than trumptards.,0,0,0.5
G9ADVeNpypk,yeah but does it have dual cameras?,7,0,0.0
4NJYWgb6dQM,Me encantan chicas mexico loves u ❤!!!!,0,0,0.0
GmrFu7I-bBE,bro did you see how Altidore celebrated with the USA fans. bro it was like he wanst there,0,1,0.35
vGVK4ibMI-Y,"Jeez, America is corrupt. :(",0,0,-0.625
o5xxIciBSME,"tHeSe CoMpAnYs rEaLLy NeEd EaCh oThEr tO eXiStS = from now, apple needs samsung to exist",0,0,0.037500000000000006
QCOkDQqGkcM,PLUSHIES?!?!,0,0,0.0
MiFeES9uOSo,Arm goals 🙌🏻,0,0,0.0
o97_jDomyqc,Good : ),0,0,0.6
NFHAAtVkbpA,And traffic accidents went up 10 folds.,0,0,0.0
bAdqazixuRY,this isn't what I meant by electronic music,1,0,0.0
zAtHxJvSczA,it might not have been about jake?,18,6,0.0
htAqXYmFKgo,You should’ve had Messi boots haha,0,0,0.2
0TMHdsFYDOo,Not telling puts you at some fault too jane..and what did you do to get famous barbarella...?,0,0,0.5
4gKhm09PKPQ,"And we will all go together when we go.\nWhat a comforting fact that is to know.\nThat song is so much more funny knowing that people really, really thought the apocalypse was nigh.",0,0,0.31666666666666665
kWaJCOyORvI,We need an Andy Signore Honest Trailer!,9,0,0.75
n4wFyyW71zs,♥ R5 ♥,0,0,1.0
wXGewTs-e-I,queen!!,0,0,0.0
fWfKfX9hXqc,Is it a pumcan spice flavored starbucks cup,0,0,0.0
DlDozGvAUto,Her hair is giving me life! 😍,0,0,0.0
cnCxc93iCe4,Dude this has to be the song for the Father/Daughter dance at her wedding.,1,0,0.0
3yoGE3v4A8w,Awesome review!  I think I'm gonna give the Estee lauder foundation a try. ❤ Love this series of videos.,0,0,0.75
_cu4FHyCcT8,That's a pot not a pan. GF's chest is as flat as a pan. That pot is deep. Also like my GF,0,0,-0.0125
LSYc5HvyXKo,What a lovely guest and a wonderful surprise!  A favorite of mine since the 80's!  Beautiful...,0,0,0.74375
7KS2oJPzeZk,"Its a great performance, but its cringy sometimes.... like the entire time...",0,0,0.4
F1DxLQbx_bU,I love them all! Amazing😍,0,0,0.625
mWFaxs-KvMY,861462nd viewer. 9.23.17 😎,0,0,0.0
IQisUbBljW0,who is that lady\nshe dum as dirt?,2,1,0.0
_Z3P18GHej8,Not meaning this m an plz no hate but is he feeding the same kids every vid but idk I saw like three vids same kids,0,0,0.13333333333333333
rtk-BLeHv6M,You could've just used a template...,0,0,0.0
CzJPjtyEZjE,2 legends  2cool 2much,1,0,0.0
5mgGrx8uaRQ,"We got these things in our mall. Our's is just square. So, to this I say Woopty frikkin du",0,0,0.0
Hg6L_7qLIEQ,#BLIZZKHANA,1,0,0.0
MHMdv2D7ndc,help. I feel like I’m trapped inside my own mind. Every day is rinse and repeat. I want to do something with my life. I don’t want to waste my youth. My life is being wasted and there’s nothing I can do about it. I can’t do anything about it..,0,0,-1.3877787807814457e-17
_uLmn_Dba08,"It is amazing what this young generation wastes their time watching. 1.9M Views? People, read a book! do something with your time more valuable.",0,0,0.23750000000000002
09xOyqOO1Eg,"As soon as I saw niggers, I stopped the video.. Shouldn't they be doing fried chicken or watermelon?",0,0,-0.6
QfINpLDE_s4,This gives me life.,0,0,0.0
IqLi6Pn_rVo,I'd recommend using the tatcha mist when your going for a dewy look and not a matte look like you did here in this tutorial,0,0,0.0
SHobkpQ9GOM,How do you bite so fast at the end xD,0,0,0.2
9fgtEM8-VTI,I hope they ban guns so I can watch everyone's tongue faces when they screech MY 2ND AMENDMENT over and over it'll be hilarious 😂 even if that won't stop violence,0,0,0.25
lwOQbMcXtfU,Fullscreen on mobile phone is good to watch. Get rid of your PC. Ffs,0,0,0.7
xmhRIEqbKIY,love the new Lions jerseys,0,0,0.3181818181818182
QAT8fXZI0b0,"Watsky,\nI just wanted to say thank you. For a number of years now you've been my favorite artist, one of the most relatable, and by far the deepest and most complex. I've listened to your albums all the way through a ridiculous amount of times (Probably a couple hundred times each at this point). I remember during your first tour you went to Lawrence Kansas and I was unable to go due to school, but when you came around for your second tour, you hit Colombia Missouri, which is where my girlfriend was going to college. Me and a bunch of friends piled into a shitty cavalier and drove out and it was the best concert I've ever been to. I recall taking a picture when you were on top of a speaker, took your shirt off, and I realized Oh shit I know what's about to happen and managed to put my phone away right before you landed square on top of me and my friends. I just wanted you to know how much you've helped me, as I was in a long term relationship for about 6 years, and your music got me through hard times, and it got me through some really great times as well. Happy to announce we are now living together in our first home and will be getting married in 3 weeks! If you want an invite hit me up. Can't wait to see where you go next, i'll be there.",0,0,0.20427018633540375
1kHmFjHzR-s,"VICTORIAAAA!!! I love this video! So amazing to see you gals with her. Thank you for doing this, it was so nice to watch. I can't really afford her makeup, but if i would buy something from her line, I'd get the powder. Love that product even if I haven't tried it yet. Haha!",0,0,0.4625000000000001
b-3YW03RR0I,"Is your best friend Sofe has someone in her life?, coz I am interested",0,0,0.625
a9Zi-RhcOGs,Was the other people she went to the beach with her friends or was it suggesting they were all a bit more than friends?,0,0,0.1875
CwLGro-dFWg,This is a definitely a hit song on the official music video,0,0,0.0
ZCQuasiJgYM,-Insert your because 7 ate 9 joke here,0,0,0.0
rBKYvAdXT-k,Listen to this amazing track in our Spinnin’ Records Top 100 playlist on Spotify: https://open.spotify.com/user/spinninrecordsofficial/playlist/5aHawERps0AMmMLU1KHvv6,13,1,0.55
FvcNr_5uWgY,😍,0,0,0.0
HsiWOp-ImoE,Holy Lord. So good.,0,0,0.7
AyiYuBCLTjc,He got exposed on twitter by the fumble,0,0,0.0
tTHMBjyzgEU,"The videos require a lot of work, I'm surprised that the channel promises a 3 videos a week now!",0,0,0.125
_bZlb62VVlw,TL;DW: What's the answer? It's 1am and I gotta hit the hay.,0,0,0.0
j8ziXMTpkL4,I love him so much 😂,0,0,0.35
bxgFjzRW6EA,You should check out Seamus Gorman's theory on the subject. Awesome theory,0,0,0.4166666666666667
G1VEccH7jJ8,Make a movie already!,0,0,0.0
2eAuJIGlp9I,Outch''straight to DVD''!!🤣🤣,1,0,0.3125
cvk18vx-nrY,"My money was on the Tesla, no surprise but it's so funny a 4 door car beat a Ferrari lmfaooo",0,0,0.25
YYmlI7yT9cg,Dj Kungs is Back!,1,0,0.0
1ZNZY-gd3K0,Oops didn't know this was the LIBTARD channel. Can't wait for the SHTF you FUCKERS are all going to DIE!!!,0,0,0.0
1L7JFN7tQLs,Is Apple coming 2020 !!! Plan ***** 🤓,3,0,0.0
k8T9SMqAqyc,My favourite design was checker board and the dark green one...💕💕❤❤😍😍,0,0,-0.175
LP4qYyTPyl4,All I can say is gawd that bawd!,2,0,0.0
pcnlLwwR5x4,HA HA THIS SHOW IS AN EMPTY BARREL,1,0,-0.1
S_9OSktlm6s,"How did the book end, it's been a while lol",0,0,0.8
XQVwoImSnds,"His ticket was provided by United. And From Megyn Kelly. I ain't taking them tickets, I don't trust it haha",0,0,0.2
IUkNNDg18mY,I want to see a full gameplay of this 😂,0,0,0.35
hNsUtZmWgdg,"развод для лохов. у всех аппаратов прожёг в одном месте. не выше, не ниже. как заложили самовозгорающиюся ленту-так и ровно горит.",3,0,0.0
zV0dpCG-8go,"can you imagine if the government made a mistake on your taxes? how frequently does any government do everything perfectly, especially when it comes to being forthcoming about exact dollar figures spent? i'd rather do my own taxes, that way i know it was done perfectly.",0,0,0.30833333333333335
oePt4JgdyZo,Lol,0,0,0.8
j8ziXMTpkL4,MineCraft,0,0,0.0
2eAuJIGlp9I,"Segal was a part time cop somewhere in the states right? So technically you could argue that he is telling the truth, but so does every other police officer.",0,0,0.05357142857142857
TrMTFvHDv2o,Can somebody punch him? I can't stand that guy,0,0,0.0
cOlibbx5sx0,Kimmel....love him! He one of the few Humans upon this rock... who I get a laugh at....,0,0,0.04999999999999999
X7WFMUq5ECE,Well my great grandma has cancer😧,0,1,0.8
F4ELqraXx-U,"HELLA ASS BITCH CLICKBAIT ASS ASSHOLE,WHERE THE FUCK IS THAT GODLY MUSTANG GT",0,2,-0.4
FvcNr_5uWgY,OMGOSHHH❤️❤️❤️❤️,0,0,0.0
Eat7nKj_30o,stop it natural disasters that's just gonna make more people seek refuge in America christ,1,2,0.3
oK4me2hI_Jo,"Although I like other youtubers, when it comes to recommendations, you Tati are the one I turn to. I love your honesty and the fact that you don't let brands buy a positive review. I hope you never loose this trait and keep doin you girl",0,0,0.16018356643356643
KGQTkWJ5mU4,Best I can do is 2.5 dollars.,0,0,1.0
xtpM8cBES3k,"This Song is So Fuckin Perfect, Beautiful and Amazing...\n🌹, Slay Fergie...",0,0,0.925
xU5-_EGfcHw,Does her face look exactly like Scarlett Johansson's or is it just me,0,0,0.25
khRWGSllNKw,i can't fucking wait for this!!!,0,0,-1.0
88IdVnUESJw,Ebro knows exactly what 50 was implying. It doesn’t matter how you personally gauge a hit a record. The question was simple “Who’s playing it now?” I liked the project but 50 is right this is a youth driven culture and the youth who is the main consumer is not consuming that project.,0,0,0.21706349206349207
ge0fLnC_WNc,"You know what you have to do Mr. President,\n\n\n\nHot dog eating contest.",0,0,0.0
f24IrRsf-lQ,I love you ❤️❤️❤️❤️,0,0,0.5
GyxgtAwn34A,U r just awwwsome 😂😂you both are my favorite 💕💕💕💞💞💖💖💖💋💋💋💗 I really liked it very much 💘💘💘,0,0,0.45333333333333337
_Z3P18GHej8,I would spend the whole day watching him cooking ❤️,0,0,0.2
12vfxYs6F7E,You should try to learn to spin a pen and do a thumbaround!!!,0,0,0.0
uB_Kx6T3wq4,Love this look! Background not so much 😘,0,0,0.4125
lSsTCiC93WI,If Ryan Reynolds was Tommy Oliver.,0,0,0.0
Zr22PtGd1So,He taught you how to be a douchbag,0,0,0.0
WAwRqecvMSY,"I saw the title,and really hoped for Dan Howell(and no,I didn't see the thumbnail)\n(EDIT:The Dan Diss was all I was hoping for)",1,0,0.2
Ybbii2XIavU,What were the spices you used?\nSeems like that would be the most important part of the recipe.,0,0,0.45
J_qs-CH715g,WE NEED A Q AND A FOR EVERY EPISODE,0,0,0.0
8z2RgsLSn-c,This gave me goosebumps! It was beautiful 💕👍🏼👍🏼,0,0,0.85
bAdqazixuRY,Super! 😊❤,0,0,0.41666666666666663
CayHgjP1YNQ,😂😂😂,0,0,0.0
Itd_DFAw8OE,Make giant sour patch kid,0,0,-0.07500000000000001
OmTb_ea1K5U,I like Gaby's shirt at 1:40.,0,0,0.0
wQD1JvJZXdI,Power case,1,0,0.0
ugWImY8VMzI,I love the music in this video XD,0,0,0.5
QAT8fXZI0b0,"Love your work, makes my life better. Thank you",0,0,0.5
kB1hCteyEew,Any puthinators here..?,2,0,0.0
0Rb2rr1vWpI,*T R E N D I N G*,1,0,0.0
ZCQuasiJgYM,"Am I missing something? One of the biggest features advertised is the face unlock, but I've got this on my Lg g3? It's not something new.",1,0,-0.03181818181818183
H4_o4thCQpY,eds shoes,0,0,0.0
WJfeapsCnPI,the world is legit ending,0,0,0.0
v8t0ASudM-o,How can shay hurt Collette she such a wonderful mother beautiful soul. Shay very lucky she didn’t divorce him.,0,0,0.5708333333333333
wQD1JvJZXdI,Samsung fanboys don’t care about battery life anymore hahaha that’s funny,0,0,0.225
Pxojz6grwcU,"I wonder if Donald Trump ate his own steaks? If so, where did they come from? \nThat might explain a lot! ;-)",0,0,0.5
8PDnSzf_TV8,Would hack Linux on it anyway,0,0,0.0
9zX2BQFZ_BI,Evan looked like a K-drama CEO or the son of one Q~Q I LOVE IT!!!,0,0,0.9765625
w-n3qiLeVqg,"Come on, at least put the link in the video description.",0,0,-0.3
ebzims_XwpM,😂😂😂 This collab is a BOP ❤,0,0,0.0
v90yrcg6q9I,may he rip and hopefully he made good with God so that he may live an eternal life!,0,0,0.4352272727272727
zhtliiCSYb8,Try shave Alex with whipped cream,0,0,0.0
kB1hCteyEew,U certainly know how to put someone on the spot. U r too funny.,0,0,0.23214285714285715
po5VUW3I8P8,But ....  will it work on brass?,0,0,0.0
1z3cp_Mh8bA,Off with her head!,0,0,0.0
zTjcPeb2Gwg,omg this was so funny,0,0,0.25
yG-yfbDscbo,Am I the only one who wants to see them hook up? I don't know why but I just like it for some reason,0,0,0.1
Gv69uNr3Tf4,Hope Dave wins,0,0,0.3
3ImE5jhnOt8,My mouth watered ugh 😑 I want some !,0,0,0.0
4z4xoO-NGUg,I think he means the ceiling is the roof,0,0,0.0
fmIGnd98DX4,"Most machines are ass, they don't build stability muscles. I prefer to lift my own American stomach fat up and down.",0,0,0.23611111111111113
2rki0cQ5V2U,What a fat mess,9,0,-0.175
9gpjRy3uDUM,"It's funny how people who dont know anything about science, use science to disprove science .that guy is a chrumster for sure",0,0,0.375
0dWj2k4FMM8,The animation makes me think of hotdiggedydemon.,0,0,0.0
IYvEhgYy35I,such a good remix,0,0,0.35
YKgY0zQnqcU,Subscribe to me or I'll *eat you out*,0,0,0.0
Vjc459T6wX8,I wish I was as calm as Maru when I don't know what the fuck I'm doing.,0,0,-0.04999999999999999
R6ja9qNmOaM,Another thing now whoever made this list!!! Is garbage!! I bet it's jus a fatass behind the desk not knowing one thing about basketball or even how to play.. !! That's garbage!!! I bet they love 2k cuz the gotta some garbage ranking there too..lol,0,0,-0.25
hlaV9oSSfeA,"Yeeeeesss! Do more follow me around, it's so much fun to watch! Especially halloween-themed ones ;D and I would love to watch when you assemble the jack'o lantern-man.",0,0,0.325
pRnbzkMsgmM,My heart goes out to victims and families! RIP! This is disgraceful! All hotels need X-RAY software even hidden to sound silent alarms when someone walks inside with all these rifles. This can happen again if they dont prevent this using X-RAY silent mode software and agents.,0,0,0.05833333333333334
MdBu21i9aEE,"it seems to me that this video is about the beauty and grace (dancers) that we see in the world all the time, but is hard to feel or react to in most situations. even when we do feel it, in places where we feel most comfortable (bed) or where the beauty is most encompassing (beach or some other natural wonder), its touch is fleeting. but the fact that it is present and tangible at all provides enough of a reason to keep moving.\nregardless of meaning thank you julien for continuing to share your vision with us :)",1,0,0.20833333333333334
iKzRIweSBLA,i think i broked the reply bottom😂,0,0,0.0
PpGyVCu2n9g,-Michael Obama not Michelle,0,0,0.0
WRzqSDyOSbY,yes literally my favourite two people together :),1,0,0.5
tp9aQXDFHbY,😺❤😺❤😺❤😺❤😺❤😺❤😺❤😺❤😺❤😺❤😺❤😺❤😺❤,0,0,0.0
rjlXcMhQgPU,I remember watching a document on him like 3 years ago,0,0,0.0
cWfTBkTJOH8,hurry up and come to Australia Coyote!\nI love how you always say that the lizards you catch are huge when they got nothing on what we get down under,0,0,0.2481481481481482
pZUgK5EAOGk,Fuck him faggoty libtard,0,0,-0.4
Gv69uNr3Tf4,Dave Congrats on being on The Voice! I was so happy when I seen you singing there! And your Beautiful family. Claire' coming on stage to sing with you PRICELESS!\nSending Positive vibes your way!\nPEACE LOVE & DREAMS!🍁\n💝🗺🌐📷🎥🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟✔🎼🎙🌴🌇🎶🎧🕊💞💭❣🎬🥂🍾,0,0,0.6443181818181818
UXdbCReBTR8,love you Anwar you rock love your videos my favourite is the barber,0,0,0.5
CGN6QXv7sfs,I cry every time.,0,0,0.0
YCYXUi_5kns,Do a brown recluse video,0,0,0.0
FgSSk7xLW9w,you can do it serpent king you can do it serpent king you can do it serpent king you can do it serpent king you can do it serpent king you can do it serpent king you can do it serpent king you can do it serpent king,1,0,0.0
fmIGnd98DX4,Cant relate. I love working out.,0,0,0.5
RVSSCN2ts_g,You really had to record for a minute?,0,0,0.2
u8f6k9vjl-A,where was your red lip gloss from?,1,2,0.0
o97_jDomyqc,LOVE IT SO MUCH <3,0,0,0.5666666666666667
zJqk0iM96iE,"This video is funny. Don't worry, we don't care, we know we're different and we appreciate it. We're so far south, we are geographicly separated from the rest of Latin America (blame the mountains) it would be weird if we weren't different actually. I don't get the need of other countries to try and be similar. Embrace your differences. I don't agree on the dancing thing tho. I don't think you've met many chileans in that aspect.",0,0,0.024999999999999998
mKee5Xezp_0,eva's boyfriend takes home the gold for best gentleman,0,0,1.0
dYstFRuPz8A,"*The beginning of the end for Rick was the (burp) portal gun. This gave him two reali(burp)zations. A- There is an infinite number of Earth's with a never ending supply of Morty's, Beth's and so on. 2- Even though there are infinite (burp) realities, he knows (burp) he'll never get back to HIS original reality where his wife is not just a replacement from Guatelawhothehellcares. These two things in my opinion, have completely des(buuuurrpp)troyed his compassion and value for life. Much the same way we value a fudgicle.  If you drop it.. there's another one in the fridge. Hence the conflicting emotions. PICKLE RIIIIICK!!*",1,0,0.135
F9IOTQ3q8Z4,This video makes me smile 😍,0,0,0.3
Xtqr1C6eDmY,Pause at 3:16 LMAO,0,0,0.6
NMRvbg-denE,"STOP THE FIGHETING😒😯. WE NEED TO SEE I, TOO EYE😩. WHAT'S BEHIND THE SENE. Think about it🙄☺😀😁😁😂😎😊😎😍😘😗😙😚🙂🤗😇🤔😐😑🙄😏😣😥😲😴😪😪😪😪!!!!!!!!!!!!!!!!!!!!!",0,0,-1.0
X7ld45pUueQ,LOL at these Florida mamis getting hosed.,0,0,0.8
MpblOsqweUk,I LOVE HIM\n\nwhy is there a talking moose,1,0,0.5
07bHQFWCKIw,Colbert probably diddled some kids with Podesta.,0,0,0.0
3qVHkOOyD5s,"Okay, Demi has a powerful voice, so they dared to turn her mic down. BUT Cece also has a powerful voice, but her mic is fine. I mean you could even hear the backups singers better than Demi.",23,0,0.22123015873015875
F5D1x-OtGME,Wtf Is this,0,0,-0.5
xPS7bqBePSs,Her voice is so powerful and have energy in it .Like i want to listen her songs every time and stalk her on social media.,0,0,0.16666666666666666
xig77hiUHig,Do a Review on Nokia 8,0,0,0.0
R1ZXOOLMJ8s,My babies are groooownnn😭😭😭💚,0,0,0.0
mKee5Xezp_0,Eva looks georgous. Fenty beuty??,0,0,0.0
_HTXMhKWqnA,EVERYONE holds their phone by the sides....WHY THE FUCK is the power button on the side instead of the top to prevent accidental pressing and having to unlock the phone AGAIN!?!?!?!   (super major gripe with every phone out there....designers are morons),0,0,0.03916666666666666
Ca3rEOlAfpc,"With fall here you should level up some comfort foods like chilli, or chicken soup or leveled up apple pie yum lol",1,0,0.10000000000000003
BBn_fo8NprY,Lily do you no how you used to do the songs and they gagged them why don't they make there own song,0,0,0.6
txvKrTplOVs,Please tell me the whole Kumail voice is not real. Please. It is terrible,0,0,-0.3
VzPD009qTN4,Plzzzzz tell me when ur app on immune system is releasing,0,0,0.0
LDXr12ToYuM,When is your music video for your song coming out? 😀😀😀 I’m really looking forward to seeing it! I love your vids!!!,0,0,0.61328125
cFVRCo6-FUU,Pumpkin ice cream from traders joes is the best,0,0,1.0
IDXBKvaoXHc,YEA..GOD SAYS MANS HEART IS EVIL...,1,0,-1.0
Mq9dxmh6JiE,"James's artistry has really improved. He's always been an amazing artist with loads of talent, but the growth is definitely there! 😘",0,0,0.26666666666666666
lse3oJfPPk4,Is it officially usable in Salt water?,0,0,0.0
4X6a3G_0HjY,I don't understand I  saw absolutely nothing in this bullshit video !!!!!!,0,0,0.762939453125
5fsEPf_Uuao,I want more DIY than your vlog!,0,0,0.625
t8sgy0faXyg,axl rocking the dad bod,0,0,0.0
TP0PsCb371E,Bonfire of the Vanities...what a pleasure to watch them burn. The basket of deplorables are having a party as the fires rage.,0,0,0.0
cxLQAuQsOWI,"WOW I love Amy and to hear her singing, was heavy, sounds incredible, it was like to be listening Amy alive, again...😢",0,0,0.28
aw28GKtWxBw,For just 5 bucks you can join for free!,0,0,0.5
uWFAD84I66I,My favorite part of this video was Brooks' reflection in the glass door where you could tell he was filming in his boxers.,0,0,0.5
Y12lF3cYufo,Good,0,0,0.7
w-n3qiLeVqg,I wish BLM supporters would start coming out of the hate closet too.,2,0,-0.8
s8GrGvjhz0s,Your. All gay pedophiliacs,0,0,0.4166666666666667
DUFBEamEF0Q,"Man, HBO is kicking it in the dick lately",0,0,-0.3
YCYXUi_5kns,"my brother almost died bc there was a rattle snake on the glass door and it was on top, he opened the door and it fell on him but it slithered away after it got the unpleasant hiss of one of our cats when it went in the house on accident",0,0,-0.07499999999999996
h5kbGO3M--4,Gagic = gadget apparently,0,0,0.05
-cYk6sbe11c,Just stack all of the Dead hurricane cars in a line along the Mexican border for Donald Trump's wall.,1,0,-0.1
J_e77K4n6Ts,Me on a diet while watching this somehow helps me healthier now.,0,1,0.0
6vGg-jJl30A,"Impressive Nile,\nCongrat's ;)",0,0,0.625
07v6qA2l3n4,I hope you're living in America because you are the kind of person we desperately need right now.,0,0,0.09523809523809523
dJ_p4Z_yVpM,*had this for 8 hours loop*,2,0,0.0
tlTKTTt47WE,This made me want to shoot my brain,0,0,0.0
tVtsp_mASno,Will Cain try's his heart out to be good at this analytics stuff and he's genuinely improving I'm impressed,0,0,0.7000000000000001
ruYeBXudsds,Iam now conflicted about gun control after the incident,0,1,0.0
JPTB93NS_8M,😊😊🎧,0,0,0.0
Xx7sxWI9FNI,An EXPERT would know they need a fork to stir the rice. DUHHHHHHHHH,0,0,0.0
3y5A4paFOb4,Bella and Logan is on drugs,0,0,0.0
scQBjsQNgVQ,Love this :) sounds like AJR music (Weak and Come Hang Out) and that's the type of music I like :D,0,0,0.40625
446dbFQEFJU,The she wolf howl makes me cringe so hard,0,0,-0.2916666666666667
MiZCudqoFAU,More original content than pewdiepie,0,0,0.4375
j0AoUB9Nqtw,"Wait, GSP came back??? Man, GSP, you were sitting on top as arguably the greatest of all time. Why are you letting them sucker you back into the Octagon?",0,0,0.24
Q0gTpASrRpI,Does those rings spin?,0,0,0.0
ckWQt6cKCx8,Why is the title Robin Williams was almost not Genie when you say in the video that they literally wrote the role for him and didn't want anyone else to speak him?,0,0,0.0
PmG4AYsPHfA,MY FUCKING LIFE😍,0,0,-0.6
GDIOfv643TM,#YIAYoct how?,0,0,0.0
KHshdXDxR3c,Hey w could you do this to a e30 😩😩,0,0,0.0
L6KZ6egpKGM,I love the song 😍😍👍,0,0,0.5
3JYl1XREYLE,Disliked for pronouncing it wrong,0,0,-0.35
NPptT6BsnWQ,Ill stick with the iphone 7,0,0,-0.5
KKwmCzoXbtE,*I WANT ONE!*,1,0,0.0
Qg7YzqCRoZ0,11 minute explanation on why a 4 minute video is the best short.,0,0,0.5
zJqnpoJPDMM,So good video! Congrats Klay!,0,0,1.0
3uxsHmxQBHA,he will most likely never be invited back on the streamys 😂,0,0,0.16666666666666666
